fighter_name,fighter_url,height_raw,weight_raw,reach_raw,stance_raw,date_of_birth,height_in,weight_lbs,reach_in,stance
David Mitchell,http://ufcstats.com/fighter-details/8f3df4c579cfbb69,"6' 0""",170 lbs.,"75""",Orthodox,1979-10-24,72.0,170.0,75.0,Orthodox
David Onama,http://ufcstats.com/fighter-details/ffe9703408fb5964,"5' 11""",145 lbs.,"74""",Orthodox,1994-06-07,71.0,145.0,74.0,Orthodox
David Roberts,http://ufcstats.com/fighter-details/775bad6d700d2302,"6' 1""",170 lbs.,--,Orthodox,1975-11-15,73.0,170.0,,Orthodox
David Terrell,http://ufcstats.com/fighter-details/4123fd4dcc1fe937,"6' 1""",185 lbs.,--,Southpaw,1978-01-09,73.0,185.0,,Southpaw
David Teymur,http://ufcstats.com/fighter-details/2747c60e42d9d75f,"5' 9""",155 lbs.,"73""",Southpaw,1989-05-01,69.0,155.0,73.0,Southpaw
David Velasquez,http://ufcstats.com/fighter-details/09c44b317c98bf96,"5' 5""",145 lbs.,--,Orthodox,1966-10-19,65.0,145.0,,Orthodox
David Zawada,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46,"6' 0""",170 lbs.,"75""",Orthodox,1990-08-01,72.0,170.0,75.0,Orthodox
DeAnna Bennett,http://ufcstats.com/fighter-details/404ecb2700844072,"5' 4""",125 lbs.,"68""",Orthodox,1984-11-18,64.0,125.0,68.0,Orthodox
Dean Barry,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,"5' 10""",170 lbs.,"72""",Orthodox,1992-07-03,70.0,170.0,72.0,Orthodox
Dean Lister,http://ufcstats.com/fighter-details/68c6cd5287b473a7,"6' 1""",185 lbs.,"75""",Orthodox,1976-02-13,73.0,185.0,75.0,Orthodox
Deiveson Figueiredo,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,"5' 5""",135 lbs.,"68""",Orthodox,1987-12-18,65.0,135.0,68.0,Orthodox
Delson Heleno,http://ufcstats.com/fighter-details/970beed85bc46b63,"5' 11""",185 lbs.,--,Orthodox,1977-11-16,71.0,185.0,,Orthodox
Demetrious Johnson,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,"5' 3""",125 lbs.,"66""",Orthodox,1986-08-13,63.0,125.0,66.0,Orthodox
Demian Maia,http://ufcstats.com/fighter-details/427b5953ac8e3a27,"6' 1""",170 lbs.,"72""",Southpaw,1977-11-06,73.0,170.0,72.0,Southpaw
Denis Kang,http://ufcstats.com/fighter-details/3c241737a6069b9f,"5' 11""",185 lbs.,"77""",Orthodox,1977-09-17,71.0,185.0,77.0,Orthodox
Denis Stojnic,http://ufcstats.com/fighter-details/a421465acbe59c77,"6' 0""",245 lbs.,--,Orthodox,1980-02-02,72.0,245.0,,Orthodox
Denis Tiuliulin,http://ufcstats.com/fighter-details/0112352cb32f5026,"6' 1""",185 lbs.,"77""",Orthodox,1988-05-17,73.0,185.0,77.0,Orthodox
Denise Gomes,http://ufcstats.com/fighter-details/cffb87059e645bd1,"5' 2""",115 lbs.,"63""",Orthodox,1999-12-30,62.0,115.0,63.0,Orthodox
Dennis Bermudez,http://ufcstats.com/fighter-details/6f242453c91a5af0,"5' 6""",155 lbs.,"66""",Orthodox,1986-12-13,66.0,155.0,66.0,Orthodox
Dennis Buzukja,http://ufcstats.com/fighter-details/c4d039123e62f6a9,"5' 9""",145 lbs.,"70""",Switch,1997-10-01,69.0,145.0,70.0,Switch
Dennis Hallman,http://ufcstats.com/fighter-details/8a8a84b743ae7699,"5' 9""",155 lbs.,"72""",Orthodox,1975-12-02,69.0,155.0,72.0,Orthodox
Dennis Siver,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,"5' 6""",145 lbs.,"70""",Orthodox,1979-01-13,66.0,145.0,70.0,Orthodox
Denys Bondar,http://ufcstats.com/fighter-details/2526be54e6a0e62a,"5' 6""",125 lbs.,"69""",Orthodox,1992-06-27,66.0,125.0,69.0,Orthodox
Denzel Freeman,http://ufcstats.com/fighter-details/b5c19c34f12c917e,"6' 1""",265 lbs.,"77""",Southpaw,1991-11-10,73.0,265.0,77.0,Southpaw
Dequan Townsend,http://ufcstats.com/fighter-details/3f7dab21b6c971bc,"6' 3""",205 lbs.,"79""",Orthodox,1986-05-11,75.0,205.0,79.0,Orthodox
Derek Brunson,http://ufcstats.com/fighter-details/b1a3e0aca758b322,"6' 1""",185 lbs.,"77""",Southpaw,1984-01-04,73.0,185.0,77.0,Southpaw
Derek Downey,http://ufcstats.com/fighter-details/b05086131c6f5dc5,"6' 1""",185 lbs.,--,Orthodox,1980-04-27,73.0,185.0,,Orthodox
Deron Winn,http://ufcstats.com/fighter-details/483a953b18d73bb3,"5' 6""",185 lbs.,"70""",Orthodox,1989-06-13,66.0,185.0,70.0,Orthodox
Derrick Krantz,http://ufcstats.com/fighter-details/714e1e0681ddb703,"5' 10""",170 lbs.,"72""",Orthodox,1988-01-13,70.0,170.0,72.0,Orthodox
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,"6' 3""",260 lbs.,"79""",Orthodox,1985-02-07,75.0,260.0,79.0,Orthodox
Derrick Noble,http://ufcstats.com/fighter-details/21321cdfba797c52,"5' 9""",170 lbs.,--,Southpaw,1978-08-14,69.0,170.0,,Southpaw
Desmond Green,http://ufcstats.com/fighter-details/f046d724d2a84ac5,"5' 10""",155 lbs.,"73""",Southpaw,1989-10-11,70.0,155.0,73.0,Southpaw
Devin Clark,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,"6' 0""",205 lbs.,"75""",Orthodox,1990-04-12,72.0,205.0,75.0,Orthodox
Devin Powell,http://ufcstats.com/fighter-details/065eb44700e641a4,"6' 0""",155 lbs.,"73""",Orthodox,1988-03-01,72.0,155.0,73.0,Orthodox
Devonte Smith,http://ufcstats.com/fighter-details/207773daeb4afa7b,"5' 9""",155 lbs.,"76""",Orthodox,1993-07-30,69.0,155.0,76.0,Orthodox
Dhiego Lima,http://ufcstats.com/fighter-details/e9213f53ddeca978,"6' 2""",170 lbs.,"75""",Orthodox,1989-01-31,74.0,170.0,75.0,Orthodox
Diana Belbita,http://ufcstats.com/fighter-details/d7e40dca3ae125be,"5' 7""",125 lbs.,"68""",Orthodox,1996-06-26,67.0,125.0,68.0,Orthodox
Diego Brandao,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7,"5' 7""",145 lbs.,"64""",Orthodox,1987-05-27,67.0,145.0,64.0,Orthodox
Diego Ferreira,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,"5' 9""",155 lbs.,"74""",Orthodox,1985-01-18,69.0,155.0,74.0,Orthodox
Diego Lopes,http://ufcstats.com/fighter-details/f166e93d04a8c274,"5' 11""",145 lbs.,"72""",Orthodox,1994-12-30,71.0,145.0,72.0,Orthodox
Diego Nunes,http://ufcstats.com/fighter-details/3a24769a4855040a,"5' 6""",145 lbs.,"67""",Orthodox,1982-11-30,66.0,145.0,67.0,Orthodox
Diego Rivas,http://ufcstats.com/fighter-details/09f579be4520394a,"5' 8""",145 lbs.,"69""",Orthodox,1991-11-11,68.0,145.0,69.0,Orthodox
Diego Sanchez,http://ufcstats.com/fighter-details/82e7929bf6c2b689,"5' 10""",170 lbs.,"72""",Southpaw,1981-12-31,70.0,170.0,72.0,Southpaw
Diego Saraiva,http://ufcstats.com/fighter-details/4f4dac51adc1af4f,"5' 6""",155 lbs.,--,Orthodox,1982-04-23,66.0,155.0,,Orthodox
Dieusel Berto,http://ufcstats.com/fighter-details/0db70ca89e1c7374,"5' 9""",200 lbs.,--,,,69.0,200.0,,
Dileno Lopes,http://ufcstats.com/fighter-details/8270c00fae24c922,"5' 5""",135 lbs.,--,,1984-09-26,65.0,135.0,,
Din Thomas,http://ufcstats.com/fighter-details/40a604761ca7d64d,"5' 9""",155 lbs.,--,Orthodox,1976-09-28,69.0,155.0,,Orthodox
Dione Barbosa,http://ufcstats.com/fighter-details/27b388f0aab49780,"5' 6""",125 lbs.,"66""",Orthodox,1992-05-08,66.0,125.0,66.0,Orthodox
Diyar Nurgozhay,http://ufcstats.com/fighter-details/709fadb644ee3f51,"6' 2""",205 lbs.,"74""",Southpaw,1997-04-22,74.0,205.0,74.0,Southpaw
Djorden Santos,http://ufcstats.com/fighter-details/312f7d7b2b2f7de4,"6' 0""",185 lbs.,"75""",Orthodox,1997-08-01,72.0,185.0,75.0,Orthodox
Dmitri Stepanov,http://ufcstats.com/fighter-details/738acab0c6934dd8,"6' 3""",217 lbs.,--,Orthodox,,75.0,217.0,,Orthodox
Dmitrii Smoliakov,http://ufcstats.com/fighter-details/75afb06215a07341,"6' 2""",253 lbs.,"74""",Switch,1982-08-05,74.0,253.0,74.0,Switch
Dmitry Sosnovskiy,http://ufcstats.com/fighter-details/85ff1b9471d35238,"6' 3""",240 lbs.,"77""",Orthodox,1989-07-06,75.0,240.0,77.0,Orthodox
Dokonjonosuke Mishima,http://ufcstats.com/fighter-details/b14a68c533f4a4aa,"5' 7""",155 lbs.,--,Southpaw,1972-04-19,67.0,155.0,,Southpaw
Dom Mar Fan,http://ufcstats.com/fighter-details/530af2900b5a1693,"5' 11""",155 lbs.,"75""",Orthodox,2000-03-19,71.0,155.0,75.0,Orthodox
Domingo Pilarte,http://ufcstats.com/fighter-details/4bf6b225ff6099c4,"6' 0""",135 lbs.,"73""",Southpaw,1990-01-05,72.0,135.0,73.0,Southpaw
Dominic Waters,http://ufcstats.com/fighter-details/2de91c2244ad7e89,"6' 1""",170 lbs.,"79""",Orthodox,1989-04-11,73.0,170.0,79.0,Orthodox
Dominick Cruz,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,"5' 8""",135 lbs.,"68""",Orthodox,1985-03-09,68.0,135.0,68.0,Orthodox
Dominick Reyes,http://ufcstats.com/fighter-details/2e19380f34871c6a,"6' 4""",205 lbs.,"77""",Southpaw,1989-12-26,76.0,205.0,77.0,Southpaw
Dominique Steele,http://ufcstats.com/fighter-details/68c11c27d4d56572,"5' 10""",170 lbs.,"74""",Orthodox,1988-01-27,70.0,170.0,74.0,Orthodox
Don Frye,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5,"6' 1""",219 lbs.,--,Orthodox,1965-11-23,73.0,219.0,,Orthodox
Don Madge,http://ufcstats.com/fighter-details/68c7ad953455c73f,"6' 0""",155 lbs.,"72""",Southpaw,1990-11-12,72.0,155.0,72.0,Southpaw
Don Shainis,http://ufcstats.com/fighter-details/da4628f173337902,"5' 6""",145 lbs.,"67""",Orthodox,1990-09-16,66.0,145.0,67.0,Orthodox
Don'Tale Mayes,http://ufcstats.com/fighter-details/1a9480fc288e55d7,"6' 6""",260 lbs.,"81""",Orthodox,1992-01-16,78.0,260.0,81.0,Orthodox
Donald Cerrone,http://ufcstats.com/fighter-details/1d00756835ca67c9,"6' 1""",155 lbs.,"73""",Orthodox,1983-03-29,73.0,155.0,73.0,Orthodox
Dong Hyun Kim,http://ufcstats.com/fighter-details/9bcf8603ceb25680,"6' 2""",170 lbs.,"76""",Southpaw,1981-11-17,74.0,170.0,76.0,Southpaw
Dong Hyun Ma,http://ufcstats.com/fighter-details/98a6b2361045898f,"5' 11""",155 lbs.,"70""",Orthodox,1988-09-09,71.0,155.0,70.0,Orthodox
DongHun Choi,http://ufcstats.com/fighter-details/3be16d817b36098b,"5' 5""",125 lbs.,"66""",Switch,1999-01-02,65.0,125.0,66.0,Switch
Dongi Yang,http://ufcstats.com/fighter-details/aed06011bf62237b,"5' 10""",185 lbs.,"73""",Southpaw,1984-12-07,70.0,185.0,73.0,Southpaw
Donnie Chappell,http://ufcstats.com/fighter-details/8788beb528894f33,"5' 11""",178 lbs.,--,Southpaw,,71.0,178.0,,Southpaw
Donny Walker,http://ufcstats.com/fighter-details/e6147d5ab3685899,"5' 9""",135 lbs.,--,,1980-01-04,69.0,135.0,,
Donte Johnson,http://ufcstats.com/fighter-details/ad5cb64af10fc946,"5' 8""",185 lbs.,"74""",Southpaw,1999-01-25,68.0,185.0,74.0,Southpaw
Dooho Choi,http://ufcstats.com/fighter-details/e93b04e308913c2e,"5' 10""",145 lbs.,"70""",Orthodox,1991-04-10,70.0,145.0,70.0,Orthodox
Dorian Price,http://ufcstats.com/fighter-details/ee4b670e159f4a33,"6' 3""",170 lbs.,--,Southpaw,1977-08-20,75.0,170.0,,Southpaw
Doug Evans,http://ufcstats.com/fighter-details/d3de4a24f7eefac8,"5' 9""",155 lbs.,--,Orthodox,1980-10-10,69.0,155.0,,Orthodox
Douglas Silva de Andrade,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,"5' 7""",145 lbs.,"68""",Orthodox,1985-06-22,67.0,145.0,68.0,Orthodox
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,"5' 9""",155 lbs.,"70""",Orthodox,1988-03-09,69.0,155.0,70.0,Orthodox
Drako Rodriguez,http://ufcstats.com/fighter-details/dc3b9cf7641b7ab6,"5' 8""",135 lbs.,"69""",Orthodox,1996-06-16,68.0,135.0,69.0,Orthodox
Drew Dober,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,"5' 8""",155 lbs.,"70""",Southpaw,1988-10-19,68.0,155.0,70.0,Southpaw
Drew Fickett,http://ufcstats.com/fighter-details/d814f5192e58fb2f,"5' 10""",155 lbs.,"70""",Orthodox,1979-12-14,70.0,155.0,70.0,Orthodox
Drew McFedries,http://ufcstats.com/fighter-details/1fd4fbdcc67de844,"6' 0""",185 lbs.,"72""",Southpaw,1978-07-27,72.0,185.0,72.0,Southpaw
Dricus Du Plessis,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,"6' 1""",185 lbs.,"76""",Switch,1994-01-14,73.0,185.0,76.0,Switch
Duane Ludwig,http://ufcstats.com/fighter-details/84ac950d4c1722dd,"5' 10""",170 lbs.,"70""",Orthodox,1978-08-04,70.0,170.0,70.0,Orthodox
Duda Santana,http://ufcstats.com/fighter-details/d6ead04919a894b1,"5' 7""",145 lbs.,"73""",Orthodox,1996-01-10,67.0,145.0,73.0,Orthodox
Dusko Todorovic,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,"6' 1""",185 lbs.,"74""",Orthodox,1994-05-19,73.0,185.0,74.0,Orthodox
Dustin Hazelett,http://ufcstats.com/fighter-details/a149d6bc670cdb60,"6' 1""",170 lbs.,"76""",Orthodox,1986-04-29,73.0,170.0,76.0,Orthodox
Dustin Jacoby,http://ufcstats.com/fighter-details/e4277e87a789d687,"6' 3""",205 lbs.,"76""",Orthodox,1988-04-04,75.0,205.0,76.0,Orthodox
Dustin Kimura,http://ufcstats.com/fighter-details/fe91d254db77a7fc,"5' 7""",135 lbs.,"71""",Orthodox,1989-05-21,67.0,135.0,71.0,Orthodox
Dustin Neace,http://ufcstats.com/fighter-details/e503aa5c252a1b4d,"5' 9""",145 lbs.,"69""",,1986-09-12,69.0,145.0,69.0,
Dustin Ortiz,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,"5' 5""",125 lbs.,"65""",Orthodox,1988-12-25,65.0,125.0,65.0,Orthodox
Dustin Pague,http://ufcstats.com/fighter-details/55f80a8aeffcdb33,"5' 9""",135 lbs.,"74""",Orthodox,1987-08-05,69.0,135.0,74.0,Orthodox
Dustin Poirier,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,"5' 9""",155 lbs.,"72""",Southpaw,1989-01-19,69.0,155.0,72.0,Southpaw
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3,"6' 0""",185 lbs.,"75""",Orthodox,1991-11-15,72.0,185.0,75.0,Orthodox
Dwayne Cason,http://ufcstats.com/fighter-details/31c01fbc2586a5eb,"5' 10""",212 lbs.,--,Orthodox,,70.0,212.0,,Orthodox
Dwight Grant,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0,"6' 1""",185 lbs.,"76""",Switch,1984-09-14,73.0,185.0,76.0,Switch
Dylan Andrews,http://ufcstats.com/fighter-details/00debc804e2b1cd4,"6' 1""",185 lbs.,"74""",Switch,1979-11-15,73.0,185.0,74.0,Switch
Dylan Budka,http://ufcstats.com/fighter-details/a817e238b2747404,"6' 0""",185 lbs.,"75""",Switch,2000-01-14,72.0,185.0,75.0,Switch
Ebenezer Fontes Braga,http://ufcstats.com/fighter-details/dc950d59dc590aca,"6' 0""",199 lbs.,--,Orthodox,1969-04-14,72.0,199.0,,Orthodox
Ed Herman,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,"6' 1""",205 lbs.,"77""",Orthodox,1980-10-02,73.0,205.0,77.0,Orthodox
Eddie Alvarez,http://ufcstats.com/fighter-details/33a331684283900f,"5' 9""",155 lbs.,"69""",Orthodox,1984-01-11,69.0,155.0,69.0,Orthodox
Eddie Gordon,http://ufcstats.com/fighter-details/8cad40a75e5c97f5,"6' 0""",185 lbs.,"76""",Orthodox,1983-07-22,72.0,185.0,76.0,Orthodox
Eddie Mendez,http://ufcstats.com/fighter-details/49e49b54e5901d0d,"5' 10""",185 lbs.,--,,1984-01-16,70.0,185.0,,
Eddie Ruiz,http://ufcstats.com/fighter-details/7b9aa973e5c04624,"5' 7""",155 lbs.,--,Orthodox,1967-06-10,67.0,155.0,,Orthodox
Eddie Sanchez,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,"6' 2""",230 lbs.,"74""",Orthodox,1982-11-04,74.0,230.0,74.0,Orthodox
Eddie Wineland,http://ufcstats.com/fighter-details/fc9a9559a05f2704,"5' 7""",135 lbs.,"69""",Orthodox,1984-06-26,67.0,135.0,69.0,Orthodox
Eddie Yagin,http://ufcstats.com/fighter-details/cc84b68f862b466f,"5' 7""",145 lbs.,--,Orthodox,1979-03-23,67.0,145.0,,Orthodox
Edgar Chairez,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,"5' 7""",125 lbs.,"71""",Orthodox,1996-01-27,67.0,125.0,71.0,Orthodox
Edgar Garcia,http://ufcstats.com/fighter-details/8d49545dadf9b919,"5' 10""",170 lbs.,"71""",Orthodox,1984-02-22,70.0,170.0,71.0,Orthodox
Edilberto de Oliveira,http://ufcstats.com/fighter-details/afdb76fbd86f6d11,"6' 0""",170 lbs.,--,Orthodox,1982-11-22,72.0,170.0,,Orthodox
Edimilson Souza,http://ufcstats.com/fighter-details/6c7020b859c7a3ce,"6' 0""",145 lbs.,"74""",Orthodox,1984-10-17,72.0,145.0,74.0,Orthodox
Edmen Shahbazyan,http://ufcstats.com/fighter-details/4144798612ef96e5,"6' 2""",185 lbs.,"75""",Orthodox,1997-11-20,74.0,185.0,75.0,Orthodox
Ednaldo Oliveira,http://ufcstats.com/fighter-details/acd9513399a8b09b,"6' 5""",205 lbs.,--,Orthodox,1984-02-19,77.0,205.0,,Orthodox
Edson Barboza,http://ufcstats.com/fighter-details/64a50dad704d1d49,"5' 11""",155 lbs.,"75""",Orthodox,1986-01-21,71.0,155.0,75.0,Orthodox
Eduarda Moura,http://ufcstats.com/fighter-details/de594b35c45c2e9a,"5' 6""",125 lbs.,"67""",Orthodox,1994-02-28,66.0,125.0,67.0,Orthodox
Eduardo Garagorri,http://ufcstats.com/fighter-details/7bde387d50829adf,"5' 9""",145 lbs.,"70""",Orthodox,1989-05-28,69.0,145.0,70.0,Orthodox
Edward Faaloloto,http://ufcstats.com/fighter-details/6224e8d0a34264eb,--,155 lbs.,"70""",Orthodox,1984-07-15,,155.0,70.0,Orthodox
Edwin DeWees,http://ufcstats.com/fighter-details/75bbd2206a15319f,"6' 1""",185 lbs.,--,Orthodox,1982-08-07,73.0,185.0,,Orthodox
Edwin Figueroa,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,"5' 7""",135 lbs.,"69""",Orthodox,1984-07-31,67.0,135.0,69.0,Orthodox
Efrain Escudero,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,"5' 9""",155 lbs.,"71""",Orthodox,1986-01-15,69.0,155.0,71.0,Orthodox
Eiji Mitsuoka,http://ufcstats.com/fighter-details/2b4faacc16d66898,"5' 7""",145 lbs.,--,Southpaw,1976-01-01,67.0,145.0,,Southpaw
Eldo Xavier Dias,http://ufcstats.com/fighter-details/ee5df903f80c6816,"5' 11""",180 lbs.,--,,1964-07-16,71.0,180.0,,
Elias Garcia,http://ufcstats.com/fighter-details/ac5a7400da3a9a41,"5' 5""",125 lbs.,"67""",Southpaw,1992-09-13,65.0,125.0,67.0,Southpaw
Elias Silverio,http://ufcstats.com/fighter-details/52ba464d9068d871,"5' 11""",155 lbs.,"73""",Orthodox,1986-09-22,71.0,155.0,73.0,Orthodox
Elias Theodorou,http://ufcstats.com/fighter-details/34f88592c0ab7a54,"6' 1""",185 lbs.,"75""",Orthodox,1988-05-31,73.0,185.0,75.0,Orthodox
Elijah Smith,http://ufcstats.com/fighter-details/7478b7f959ba61f5,"5' 9""",135 lbs.,"71""",Orthodox,2002-09-05,69.0,135.0,71.0,Orthodox
Eliot Marshall,http://ufcstats.com/fighter-details/a08d909a5be6f410,"6' 2""",205 lbs.,"77""",Orthodox,1980-07-07,74.0,205.0,77.0,Orthodox
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c,"5' 3""",115 lbs.,"63""",Orthodox,1992-12-05,63.0,115.0,63.0,Orthodox
Elisha Ellison,http://ufcstats.com/fighter-details/87e4a3a5080ee7ce,"6' 0""",238 lbs.,"78""",Orthodox,1997-03-05,72.0,238.0,78.0,Orthodox
Elizabeth Phillips,http://ufcstats.com/fighter-details/dcbf01d605681ad1,"5' 6""",135 lbs.,"65""",Orthodox,1986-08-20,66.0,135.0,65.0,Orthodox
Elizeu Zaleski dos Santos,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,"5' 11""",170 lbs.,"73""",Orthodox,1986-12-11,71.0,170.0,73.0,Orthodox
Elves Brener,http://ufcstats.com/fighter-details/48a9a128784d53d1,"5' 10""",155 lbs.,"72""",Orthodox,1997-09-27,70.0,155.0,72.0,Orthodox
Elvis Mutapcic,http://ufcstats.com/fighter-details/28c55b4087a6f136,"6' 0""",185 lbs.,"72""",Orthodox,1986-07-19,72.0,185.0,72.0,Orthodox
Elvis Sinosic,http://ufcstats.com/fighter-details/817e0bdf08efce2e,"6' 3""",205 lbs.,"77""",Orthodox,1971-02-13,75.0,205.0,77.0,Orthodox
Emil Meek,http://ufcstats.com/fighter-details/103b06d8707895a9,"5' 11""",170 lbs.,"74""",Switch,1988-08-20,71.0,170.0,74.0,Switch
Emily Ducote,http://ufcstats.com/fighter-details/02f8fedc18cbd26c,"5' 2""",115 lbs.,"63""",Orthodox,1994-01-01,62.0,115.0,63.0,Orthodox
Emily Kagan,http://ufcstats.com/fighter-details/c1ea9d56cd953586,"5' 3""",115 lbs.,--,,1981-07-14,63.0,115.0,,
Emily Whitmire,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,"5' 5""",125 lbs.,"63""",Orthodox,1991-05-24,65.0,125.0,63.0,Orthodox
Emmanuel Yarborough,http://ufcstats.com/fighter-details/2299605af59fd309,"6' 8""",770 lbs.,--,Open Stance,1960-09-05,80.0,770.0,,Open Stance
Enrique Barzola,http://ufcstats.com/fighter-details/be0b310a12eb80b4,"5' 7""",145 lbs.,"70""",Orthodox,1989-04-28,67.0,145.0,70.0,Orthodox
Enrique Marin,http://ufcstats.com/fighter-details/23a6e307077c6ccc,"5' 10""",170 lbs.,--,,1986-09-02,70.0,170.0,,
Enson Inoue,http://ufcstats.com/fighter-details/0cf935519d439ba6,"5' 10""",210 lbs.,--,Orthodox,1967-04-15,70.0,210.0,,Orthodox
Eric Martin,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3,--,--,--,,,,,,
Eric McConico,http://ufcstats.com/fighter-details/9508cc6184cb2450,"6' 0""",185 lbs.,"77""",Southpaw,1990-05-09,72.0,185.0,77.0,Southpaw
Eric Nolan,http://ufcstats.com/fighter-details/64b12fe31be7560c,"6' 2""",185 lbs.,"74""",Orthodox,1997-09-13,74.0,185.0,74.0,Orthodox
Eric Schafer,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,"6' 3""",185 lbs.,"76""",Orthodox,1977-09-20,75.0,185.0,76.0,Orthodox
Eric Shelton,http://ufcstats.com/fighter-details/a0c64f272b65d441,"5' 6""",125 lbs.,"68""",Orthodox,1991-02-02,66.0,125.0,68.0,Orthodox
Eric Spicely,http://ufcstats.com/fighter-details/b9664eae2ac75262,"6' 1""",185 lbs.,"73""",Orthodox,1986-09-29,73.0,185.0,73.0,Orthodox
Eric Wisely,http://ufcstats.com/fighter-details/53f84637dfffab7a,"5' 8""",145 lbs.,--,Southpaw,1984-07-25,68.0,145.0,,Southpaw
Erick Gonzalez,http://ufcstats.com/fighter-details/a2ccf35a88346a91,"5' 11""",155 lbs.,"75""",Orthodox,1992-01-20,71.0,155.0,75.0,Orthodox
Erick Montano,http://ufcstats.com/fighter-details/8163cd7de0342652,"6' 0""",170 lbs.,"73""",Orthodox,1985-11-19,72.0,170.0,73.0,Orthodox
Erick Silva,http://ufcstats.com/fighter-details/5866fc86183a9fb8,"6' 0""",170 lbs.,"74""",Orthodox,1984-06-21,72.0,170.0,74.0,Orthodox
Ericka Almeida,http://ufcstats.com/fighter-details/67a992d4cff22466,"5' 6""",115 lbs.,--,Orthodox,1989-03-05,66.0,115.0,,Orthodox
Erik Koch,http://ufcstats.com/fighter-details/99bd87a300079ed9,"5' 10""",170 lbs.,"71""",Southpaw,1988-10-04,70.0,170.0,71.0,Southpaw
Erik Perez,http://ufcstats.com/fighter-details/af62f99eb7606308,"5' 8""",135 lbs.,"68""",Orthodox,1989-11-19,68.0,135.0,68.0,Orthodox
Erik Silva,http://ufcstats.com/fighter-details/21b813b919776d90,"5' 9""",145 lbs.,"71""",Orthodox,1987-03-16,69.0,145.0,71.0,Orthodox
Erin Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd,"5' 4""",125 lbs.,"66""",Orthodox,1999-05-04,64.0,125.0,66.0,Orthodox
Ernest Chavez,http://ufcstats.com/fighter-details/b406da701c479076,"5' 8""",145 lbs.,"70""",Orthodox,1983-06-27,68.0,145.0,70.0,Orthodox
Ernesta Kareckaite,http://ufcstats.com/fighter-details/e4faa79383c9f214,"5' 9""",125 lbs.,"71""",Orthodox,1998-07-05,69.0,125.0,71.0,Orthodox
Ernie Verdicia,http://ufcstats.com/fighter-details/2b1587a3376ab743,"5' 11""",199 lbs.,--,Orthodox,,71.0,199.0,,Orthodox
Eryk Anders,http://ufcstats.com/fighter-details/cad24459b28592ca,"6' 1""",185 lbs.,"75""",Southpaw,1987-04-21,73.0,185.0,75.0,Southpaw
Esteban Ribovics,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,"5' 10""",155 lbs.,"69""",Orthodox,1996-04-27,70.0,155.0,69.0,Orthodox
Estevan Payan,http://ufcstats.com/fighter-details/d0a5ef38a7778ac2,"5' 10""",145 lbs.,--,Orthodox,1982-03-14,70.0,145.0,,Orthodox
Ethyn Ewing,http://ufcstats.com/fighter-details/d776b5814f2400b4,"5' 6""",135 lbs.,"69""",Orthodox,1998-02-16,66.0,135.0,69.0,Orthodox
Eugene Jackson,http://ufcstats.com/fighter-details/ce783bf73b5131f9,"5' 8""",185 lbs.,--,Orthodox,1966-09-23,68.0,185.0,,Orthodox
Eugenio Tadeu,http://ufcstats.com/fighter-details/f70144caea5c4c80,"5' 8""",160 lbs.,--,Orthodox,1963-08-17,68.0,160.0,,Orthodox
Evan Dunham,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,"5' 10""",155 lbs.,"70""",Southpaw,1981-12-18,70.0,155.0,70.0,Southpaw
Evan Elder,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,"5' 10""",155 lbs.,"72""",Switch,1997-04-11,70.0,155.0,72.0,Switch
